Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,2000,25,+,87.2,11.1,4.1,1.4,0.7,0.3,0.2,0.63,0.55,0.08,0.01,1913,Sub-Saharan Africa
,2000,15,+,84.1,13.0,6.3,2.5,0.9,0.4,0.2,0.89,0.75,0.13,0.01,3088,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2005,15,19,61.3,22.2,18.4,16.1,1.6,0.5,0.1,2.78,2.21,0.56,0.01,728,Sub-Saharan Africa
,2005,20,24,76.2,15.1,12.1,6.6,2.8,2.1,0.9,1.80,1.34,0.41,0.06,625,Sub-Saharan Africa
,2005,25,29,81.2,15.2,10.2,2.6,0.7,1.0,0.7,1.18,0.98,0.16,0.03,499,Sub-Saharan Africa
,2005,30,34,81.5,16.2,9.1,1.9,0.9,0.5,0.3,1.03,0.90,0.11,0.02,395,Sub-Saharan Africa
,2005,35,39,81.0,16.5,7.8,2.2,1.0,0.3,0.2,1.00,0.88,0.11,0.01,301,Sub-Saharan Africa
,2005,40,44,81.7,15.3,6.1,2.7,1.3,0.3,0.2,0.96,0.82,0.14,0.01,232,Sub-Saharan Africa
,2005,45,49,85.4,13.0,4.3,1.4,0.7,0.2,0.1,0.61,0.51,0.09,0.01,189,Sub-Saharan Africa
,2005,50,54,89.1,9.7,2.7,1.0,0.5,0.2,0.1,0.51,0.44,0.06,0.01,153,Sub-Saharan Africa
,2005,55,59,96.5,3.0,0.7,0.4,0.2,0.1,0.1,0.17,0.14,0.02,0.00,135,Sub-Saharan Africa
,2005,60,64,96.5,3.0,0.7,0.4,0.2,0.1,0.1,0.17,0.14,0.02,0.00,116,Sub-Saharan Africa
,2005,65,69,98.4,1.4,0.2,0.1,0.1,0.1,0.1,0.07,0.06,0.01,0.00,91,Sub-Saharan Africa
,2005,70,74,98.4,1.4,0.2,0.1,0.1,0.1,0.1,0.08,0.06,0.01,0.00,63,Sub-Saharan Africa
,2005,75,+,99.2,0.6,0.1,0.1,0.1,0.1,0.0,0.04,0.03,0.01,0.00,55,Sub-Saharan Africa
,2005,25,+,85.5,12.3,5.4,1.7,0.8,0.4,0.3,0.77,0.65,0.10,0.01,2229,Sub-Saharan Africa
,2005,15,+,79.0,14.8,8.6,5.5,2.0,0.7,0.4,1.36,1.07,0.27,0.02,3582,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2010,15,19,56.6,18.8,18.5,24.3,2.6,0.4,0.1,3.44,2.60,0.83,0.01,858,Sub-Saharan Africa
,2010,20,24,71.0,9.6,9.2,17.6,8.0,1.8,0.8,2.65,1.73,0.87,0.05,701,Sub-Saharan Africa
,2010,25,29,77.5,9.9,7.9,10.1,4.3,2.6,1.7,1.97,1.29,0.59,0.09,590,Sub-Saharan Africa
,2010,30,34,81.8,7.8,5.2,8.0,2.2,2.5,1.6,1.55,1.02,0.45,0.08,465,Sub-Saharan Africa
,2010,35,39,80.4,7.4,4.2,9.8,4.4,2.4,1.7,1.74,1.08,0.57,0.08,367,Sub-Saharan Africa
,2010,40,44,80.4,7.4,3.5,9.8,4.4,2.4,1.7,1.72,1.06,0.57,0.08,281,Sub-Saharan Africa
,2010,45,49,82.6,5.0,2.0,9.2,4.5,3.1,2.1,1.66,0.95,0.60,0.11,218,Sub-Saharan Africa
,2010,50,54,82.6,5.0,1.7,9.2,4.5,3.1,2.1,1.62,0.79,0.72,0.11,177,Sub-Saharan Africa
,2010,55,59,86.2,4.3,1.2,6.8,3.6,2.8,1.8,1.31,0.74,0.48,0.09,142,Sub-Saharan Africa
,2010,60,64,86.2,4.3,1.0,6.8,3.6,2.8,1.8,1.30,0.73,0.48,0.09,122,Sub-Saharan Africa
,2010,65,69,87.9,5.4,1.3,5.3,2.3,1.5,1.0,0.97,0.60,0.31,0.05,100,Sub-Saharan Africa
,2010,70,74,87.9,5.4,0.8,5.3,2.3,1.5,1.0,0.95,0.59,0.31,0.05,70,Sub-Saharan Africa
,2010,75,+,90.0,5.7,0.8,2.8,2.0,1.5,1.0,0.73,0.45,0.23,0.05,64,Sub-Saharan Africa
,2010,25,+,81.6,7.1,3.8,8.8,3.8,2.6,1.7,1.62,0.99,0.54,0.09,2596,Sub-Saharan Africa
,2010,15,+,75.3,9.7,6.8,13.0,4.1,2.0,1.1,2.09,1.38,0.64,0.06,4155,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritania,1950,15,19,63.2,34.2,14.7,2.5,0.6,0.1,0.0,1.76,1.63,0.13,0.00,43,Sub-Saharan Africa
,1950,20,24,69.3,30.4,12.1,0.2,0.1,0.1,0.0,1.31,1.29,0.02,0.00,37,Sub-Saharan Africa
,1950,25,29,71.3,28.6,10.0,0.1,0.0,0.1,0.0,1.17,1.16,0.01,0.00,31,Sub-Saharan Africa
,1950,30,34,71.3,28.6,9.9,0.1,0.0,0.1,0.0,1.17,1.16,0.01,0.00,26,Sub-Saharan Africa
,1950,35,39,71.3,28.6,8.7,0.1,0.0,0.1,0.0,1.13,1.13,0.01,0.00,22,Sub-Saharan Africa
,1950,40,44,82.9,17.0,5.1,0.1,0.0,0.0,0.0,0.68,0.67,0.01,0.00,18,Sub-Saharan Africa
,1950,45,49,83.7,16.2,4.3,0.1,0.0,0.0,0.0,0.63,0.62,0.01,0.00,14,Sub-Saharan Africa
,1950,50,54,84.5,15.4,4.0,0.1,0.0,0.0,0.0,0.60,0.59,0.01,0.00,11,Sub-Saharan Africa
,1950,55,59,84.5,15.4,3.9,0.1,0.0,0.0,0.0,0.59,0.58,0.01,0.00,9,Sub-Saharan Africa
,1950,60,64,84.6,15.3,3.7,0.1,0.0,0.0,0.0,0.58,0.58,0.01,0.00,6,Sub-Saharan Africa
,1950,65,69,86.8,13.1,3.0,0.1,0.0,0.0,0.0,0.49,0.49,0.00,0.00,4,Sub-Saharan Africa
,1950,70,74,86.9,13.0,3.0,0.1,0.0,0.0,0.0,0.49,0.48,0.00,0.00,2,Sub-Saharan Africa
,1950,75,+,86.9,13.0,3.0,0.1,0.0,0.0,0.0,0.49,0.48,0.00,0.00,1,Sub-Saharan Africa
,1950,25,+,77.1,22.8,6.9,0.1,0.0,0.0,0.0,0.91,0.90,0.01,0.00,144,Sub-Saharan Africa
,1950,15,+,73.1,26.2,9.0,0.6,0.2,0.1,0.0,1.13,1.10,0.03,0.00,224,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1955,15,19,61.9,35.1,15.5,2.9,0.7,0.1,0.0,1.85,1.70,0.15,0.00,48,Sub-Saharan Africa
,1955,20,24,69.3,30.4,12.4,0.2,0.1,0.1,0.0,1.32,1.30,0.02,0.00,41,Sub-Saharan Africa
,1955,25,29,69.3,30.4,10.8,0.2,0.1,0.1,0.1,1.28,1.26,0.02,0.00,35,Sub-Saharan Africa
,1955,30,34,71.3,28.6,10.1,0.1,0.0,0.1,0.0,1.18,1.17,0.01,0.00,29,Sub-Saharan Africa
,1955,35,39,71.3,28.6,8.9,0.1,0.0,0.1,0.0,1.14,1.13,0.01,0.00,24,Sub-Saharan Africa
,1955,40,44,71.3,28.6,8.8,0.1,0.0,0.1,0.0,1.14,1.13,0.01,0.00,20,Sub-Saharan Africa
,1955,45,49,82.9,17.0,4.6,0.1,0.0,0.0,0.0,0.66,0.66,0.01,0.00,17,Sub-Saharan Africa
,1955,50,54,83.7,16.2,4.3,0.1,0.0,0.0,0.0,0.63,0.62,0.01,0.00,13,Sub-Saharan Africa
,1955,55,59,84.5,15.4,4.0,0.1,0.0,0.0,0.0,0.59,0.59,0.01,0.00,10,Sub-Saharan Africa
,1955,60,64,84.5,15.4,3.8,0.1,0.0,0.0,0.0,0.59,0.58,0.01,0.00,8,Sub-Saharan Africa
,1955,65,69,86.3,13.6,3.2,0.1,0.0,0.0,0.0,0.51,0.51,0.00,0.00,5,Sub-Saharan Africa
,1955,70,74,86.3,13.6,3.2,0.1,0.0,0.0,0.0,0.51,0.51,0.00,0.00,3,Sub-Saharan Africa
,1955,75,+,86.3,13.6,3.2,0.1,0.0,0.0,0.0,0.51,0.51,0.00,0.00,1,Sub-Saharan Africa
,1955,25,+,75.3,24.6,7.6,0.1,0.0,0.1,0.0,0.98,0.97,0.01,0.00,165,Sub-Saharan Africa
,1955,15,+,71.8,27.5,9.6,0.7,0.2,0.1,0.0,1.20,1.16,0.04,0.00,254,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1960,15,19,60.5,36.0,16.6,3.3,0.8,0.1,0.0,1.96,1.79,0.17,0.00,52,Sub-Saharan Africa
,1960,20,24,70.4,29.2,12.4,0.3,0.1,0.1,0.0,1.30,1.27,0.02,0.00,46,Sub-Saharan Africa
,1960,25,29,69.3,30.4,11.3,0.2,0.1,0.1,0.1,1.29,1.27,0.02,0.00,39,Sub-Saharan Africa
,1960,30,34,69.3,30.4,11.2,0.2,0.1,0.1,0.1,1.29,1.27,0.02,0.00,33,Sub-Saharan Africa
,1960,35,39,71.3,28.6,9.3,0.1,0.0,0.1,0.0,1.15,1.14,0.01,0.00,28,Sub-Saharan Africa
,1960,40,44,71.3,28.6,9.2,0.1,0.0,0.1,0.0,1.15,1.14,0.01,0.00,23,Sub-Saharan Africa
,1960,45,49,71.3,28.6,8.1,0.1,0.0,0.1,0.0,1.12,1.11,0.01,0.00,19,Sub-Saharan Africa
,1960,50,54,82.9,17.0,4.8,0.1,0.0,0.0,0.0,0.67,0.66,0.01,0.00,15,Sub-Saharan Africa
,1960,55,59,83.7,16.2,4.3,0.1,0.0,0.0,0.0,0.63,0.62,0.01,0.00,12,Sub-Saharan Africa
,1960,60,64,84.5,15.4,4.0,0.1,0.0,0.0,0.0,0.59,0.59,0.01,0.00,8,Sub-Saharan Africa
,1960,65,69,86.3,13.6,3.3,0.1,0.0,0.0,0.0,0.52,0.51,0.00,0.00,6,Sub-Saharan Africa
,1960,70,74,86.3,13.6,3.3,0.1,0.0,0.0,0.0,0.52,0.51,0.00,0.00,3,Sub-Saharan Africa
,1960,75,+,86.3,13.6,3.3,0.1,0.0,0.0,0.0,0.52,0.51,0.00,0.00,2,Sub-Saharan Africa
,1960,25,+,73.7,26.1,8.4,0.1,0.1,0.1,0.0,1.06,1.05,0.01,0.00,188,Sub-Saharan Africa
,1960,15,+,70.8,28.4,10.4,0.7,0.3,0.1,0.0,1.26,1.21,0.04,0.00,286,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1965,15,19,59.0,37.0,18.0,3.9,0.9,0.2,0.0,2.09,1.89,0.19,0.00,58,Sub-Saharan Africa
,1965,20,24,70.4,29.2,13.1,0.3,0.1,0.1,0.0,1.32,1.29,0.02,0.00,51,Sub-Saharan Africa
,1965,25,29,70.4,29.2,11.5,0.3,0.1,0.1,0.1,1.27,1.25,0.02,0.00,44,Sub-Saharan Africa
,1965,30,34,69.3,30.4,11.9,0.2,0.1,0.1,0.1,1.31,1.29,0.02,0.00,37,Sub-Saharan Africa
,1965,35,39,69.3,30.4,10.4,0.2,0.1,0.1,0.1,1.26,1.24,0.02,0.00,31,Sub-Saharan Africa
,1965,40,44,71.3,28.6,9.7,0.1,0.0,0.1,0.0,1.17,1.16,0.01,0.00,26,Sub-Saharan Africa
,1965,45,49,71.3,28.6,8.6,0.1,0.0,0.1,0.0,1.13,1.12,0.01,0.00,21,Sub-Saharan Africa
,1965,50,54,71.3,28.6,8.5,0.1,0.0,0.1,0.0,1.13,1.12,0.01,0.00,18,Sub-Saharan Africa
,1965,55,59,82.9,17.0,4.8,0.1,0.0,0.0,0.0,0.67,0.66,0.01,0.00,14,Sub-Saharan Africa
,1965,60,64,83.7,16.2,4.4,0.1,0.0,0.0,0.0,0.63,0.62,0.01,0.00,10,Sub-Saharan Africa
,1965,65,69,86.3,13.6,3.5,0.1,0.0,0.0,0.0,0.52,0.52,0.00,0.00,7,Sub-Saharan Africa
,1965,70,74,86.3,13.6,3.5,0.1,0.0,0.0,0.0,0.52,0.52,0.00,0.00,4,Sub-Saharan Africa
,1965,75,+,86.3,13.6,3.5,0.1,0.0,0.0,0.0,0.52,0.52,0.00,0.00,3,Sub-Saharan Africa
,1965,25,+,72.8,27.0,9.2,0.2,0.1,0.1,0.0,1.12,1.10,0.01,0.00,215,Sub-Saharan Africa
,1965,15,+,69.9,29.1,11.2,0.9,0.3,0.1,0.0,1.32,1.27,0.05,0.00,324,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1970,15,19,57.4,37.9,19.8,4.5,1.1,0.2,0.0,2.24,2.01,0.22,0.00,60,Sub-Saharan Africa
,1970,20,24,70.2,28.6,13.7,1.0,0.5,0.2,0.1,1.42,1.34,0.07,0.01,56,Sub-Saharan Africa
,1970,25,29,70.4,29.2,12.3,0.3,0.1,0.1,0.1,1.30,1.27,0.02,0.00,49,Sub-Saharan Africa
,1970,30,34,70.4,29.2,12.2,0.3,0.1,0.1,0.1,1.29,1.27,0.02,0.00,42,Sub-Saharan Africa
,1970,35,39,69.3,30.4,11.1,0.2,0.1,0.1,0.1,1.28,1.26,0.02,0.00,35,Sub-Saharan Africa
,1970,40,44,69.3,30.4,11.1,0.2,0.1,0.1,0.1,1.28,1.26,0.02,0.00,30,Sub-Saharan Africa
,1970,45,49,71.3,28.6,9.1,0.1,0.0,0.1,0.0,1.15,1.14,0.01,0.00,24,Sub-Saharan Africa
,1970,50,54,71.3,28.6,9.1,0.1,0.0,0.1,0.0,1.15,1.14,0.01,0.00,20,Sub-Saharan Africa
,1970,55,59,71.3,28.6,8.7,0.1,0.0,0.1,0.0,1.13,1.13,0.01,0.00,16,Sub-Saharan Africa
,1970,60,64,82.9,17.0,5.0,0.1,0.0,0.0,0.0,0.67,0.67,0.01,0.00,12,Sub-Saharan Africa
,1970,65,69,86.3,13.6,3.8,0.1,0.0,0.0,0.0,0.53,0.53,0.00,0.00,8,Sub-Saharan Africa
,1970,70,74,86.3,13.6,3.8,0.1,0.0,0.0,0.0,0.53,0.53,0.00,0.00,5,Sub-Saharan Africa
,1970,75,+,86.3,13.6,3.8,0.1,0.0,0.0,0.0,0.53,0.53,0.00,0.00,4,Sub-Saharan Africa
,1970,25,+,72.0,27.7,10.1,0.2,0.1,0.1,0.1,1.17,1.15,0.02,0.00,245,Sub-Saharan Africa
,1970,15,+,69.3,29.5,12.0,1.0,0.4,0.1,0.1,1.38,1.32,0.06,0.00,361,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1975,15,19,55.7,38.9,21.7,5.2,1.3,0.2,0.0,2.41,2.14,0.26,0.00,72,Sub-Saharan Africa
,1975,20,24,70.2,28.6,14.7,1.0,0.5,0.2,0.1,1.44,1.37,0.07,0.01,58,Sub-Saharan Africa
,1975,25,29,70.2,28.6,12.9,1.0,0.4,0.2,0.1,1.39,1.32,0.07,0.01,54,Sub-Saharan Africa
,1975,30,34,70.4,29.2,13.1,0.3,0.1,0.1,0.1,1.32,1.29,0.02,0.00,46,Sub-Saharan Africa
,1975,35,39,70.4,29.2,11.5,0.3,0.1,0.1,0.1,1.27,1.24,0.02,0.00,40,Sub-Saharan Africa
,1975,40,44,69.3,30.4,11.8,0.2,0.1,0.1,0.1,1.31,1.29,0.02,0.00,33,Sub-Saharan Africa
,1975,45,49,69.3,30.4,10.4,0.2,0.1,0.1,0.1,1.26,1.24,0.02,0.00,28,Sub-Saharan Africa
,1975,50,54,71.3,28.6,9.7,0.1,0.0,0.1,0.0,1.17,1.16,0.01,0.00,23,Sub-Saharan Africa
,1975,55,59,71.3,28.6,9.3,0.1,0.0,0.1,0.0,1.15,1.14,0.01,0.00,18,Sub-Saharan Africa
,1975,60,64,71.3,28.6,8.9,0.1,0.0,0.0,0.0,1.14,1.13,0.01,0.00,14,Sub-Saharan Africa
,1975,65,69,71.3,28.6,8.5,0.1,0.0,0.0,0.0,1.13,1.12,0.01,0.00,10,Sub-Saharan Africa
,1975,70,74,71.3,28.6,8.5,0.1,0.0,0.0,0.0,1.13,1.12,0.01,0.00,6,Sub-Saharan Africa
,1975,75,+,71.3,28.6,8.4,0.1,0.0,0.0,0.0,1.13,1.12,0.01,0.00,4,Sub-Saharan Africa
,1975,25,+,70.4,29.2,11.3,0.4,0.2,0.1,0.1,1.27,1.24,0.03,0.00,276,Sub-Saharan Africa
,1975,15,+,67.7,30.8,13.4,1.3,0.5,0.1,0.1,1.50,1.41,0.08,0.00,406,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1980,15,19,53.9,39.8,23.9,6.1,1.6,0.2,0.0,2.99,2.67,0.31,0.01,83,Sub-Saharan Africa
,1980,20,24,65.2,30.8,17.1,3.4,1.7,0.6,0.2,1.92,1.68,0.23,0.02,69,Sub-Saharan Africa
,1980,25,29,70.2,28.6,13.9,1.0,0.5,0.2,0.1,1.42,1.35,0.07,0.01,55,Sub-Saharan Africa
,1980,30,34,70.2,28.6,13.8,1.0,0.5,0.2,0.1,1.42,1.34,0.07,0.01,51,Sub-Saharan Africa
,1980,35,39,70.4,29.2,12.4,0.3,0.1,0.1,0.1,1.30,1.27,0.02,0.00,44,Sub-Saharan Africa
,1980,40,44,70.4,29.2,12.3,0.3,0.1,0.1,0.1,1.30,1.27,0.02,0.00,38,Sub-Saharan Africa
,1980,45,49,69.3,30.4,11.2,0.2,0.1,0.1,0.1,1.29,1.27,0.02,0.00,31,Sub-Saharan Africa
,1980,50,54,69.3,30.4,11.1,0.2,0.1,0.1,0.1,1.28,1.26,0.02,0.00,26,Sub-Saharan Africa
,1980,55,59,71.3,28.6,10.0,0.1,0.0,0.0,0.0,1.18,1.17,0.01,0.00,21,Sub-Saharan Africa
,1980,60,64,71.3,28.6,9.6,0.1,0.0,0.0,0.0,1.16,1.15,0.01,0.00,16,Sub-Saharan Africa
,1980,65,69,71.3,28.6,9.1,0.1,0.0,0.0,0.0,1.15,1.14,0.01,0.00,12,Sub-Saharan Africa
,1980,70,74,71.3,28.6,9.1,0.1,0.0,0.0,0.0,1.15,1.14,0.01,0.00,8,Sub-Saharan Africa
,1980,75,+,71.3,28.6,9.1,0.1,0.0,0.0,0.0,1.15,1.14,0.01,0.00,6,Sub-Saharan Africa
,1980,25,+,70.3,29.1,12.1,0.5,0.2,0.1,0.1,1.31,1.27,0.03,0.00,308,Sub-Saharan Africa
,1980,15,+,66.6,31.3,14.7,1.9,0.8,0.2,0.1,1.68,1.55,0.12,0.01,460,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1985,15,19,51.7,40.7,26.3,7.6,2.2,0.1,0.0,3.26,2.88,0.37,0.00,95,Sub-Saharan Africa
,1985,20,24,65.2,30.8,18.4,3.4,1.8,0.6,0.3,2.25,2.00,0.23,0.02,80,Sub-Saharan Africa
,1985,25,29,65.2,30.8,16.1,3.4,1.7,0.6,0.4,1.90,1.65,0.23,0.02,66,Sub-Saharan Africa
,1985,30,34,70.2,28.6,14.9,1.0,0.5,0.2,0.1,1.45,1.38,0.07,0.01,53,Sub-Saharan Africa
,1985,35,39,70.2,28.6,13.0,1.0,0.5,0.2,0.1,1.39,1.32,0.07,0.01,48,Sub-Saharan Africa
,1985,40,44,70.4,29.2,13.2,0.3,0.1,0.1,0.1,1.32,1.30,0.02,0.00,42,Sub-Saharan Africa
,1985,45,49,70.4,29.2,11.6,0.3,0.1,0.1,0.1,1.28,1.25,0.02,0.00,36,Sub-Saharan Africa
,1985,50,54,69.3,30.4,12.0,0.2,0.1,0.1,0.1,1.31,1.29,0.02,0.00,29,Sub-Saharan Africa
,1985,55,59,69.3,30.4,11.5,0.2,0.1,0.1,0.1,1.29,1.27,0.02,0.00,24,Sub-Saharan Africa
,1985,60,64,71.3,28.6,10.3,0.1,0.0,0.0,0.0,1.19,1.18,0.01,0.00,19,Sub-Saharan Africa
,1985,65,69,71.3,28.6,9.8,0.1,0.0,0.0,0.0,1.17,1.16,0.01,0.00,14,Sub-Saharan Africa
,1985,70,74,71.3,28.6,9.8,0.1,0.0,0.0,0.0,1.17,1.16,0.01,0.00,9,Sub-Saharan Africa
,1985,75,+,71.3,28.6,9.8,0.1,0.0,0.0,0.0,1.17,1.16,0.01,0.00,8,Sub-Saharan Africa
,1985,25,+,69.3,29.4,13.1,1.1,0.5,0.2,0.1,1.43,1.35,0.07,0.01,348,Sub-Saharan Africa
,1985,15,+,65.5,31.7,16.0,2.6,1.1,0.3,0.1,1.85,1.69,0.16,0.01,523,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1990,15,19,49.5,41.5,28.7,8.9,2.7,0.1,0.0,3.00,2.64,0.35,0.00,108,Sub-Saharan Africa
,1990,20,24,57.3,33.3,21.2,8.6,4.9,0.7,0.3,3.12,2.56,0.54,0.02,91,Sub-Saharan Africa
,1990,25,29,65.2,30.8,17.2,3.4,1.8,0.6,0.4,2.21,1.96,0.23,0.02,75,Sub-Saharan Africa
,1990,30,34,65.2,30.8,17.1,3.4,1.8,0.6,0.4,1.93,1.68,0.23,0.02,62,Sub-Saharan Africa
,1990,35,39,70.2,28.6,13.9,1.0,0.5,0.2,0.1,1.42,1.35,0.07,0.01,49,Sub-Saharan Africa
,1990,40,44,70.2,28.6,13.8,1.0,0.5,0.2,0.1,1.42,1.34,0.07,0.01,46,Sub-Saharan Africa
,1990,45,49,70.3,29.2,12.4,0.3,0.2,0.1,0.1,1.30,1.27,0.02,0.00,39,Sub-Saharan Africa
,1990,50,54,70.3,29.2,12.3,0.3,0.2,0.1,0.1,1.29,1.27,0.02,0.00,33,Sub-Saharan Africa
,1990,55,59,69.3,30.4,12.2,0.2,0.1,0.1,0.1,1.32,1.30,0.02,0.00,27,Sub-Saharan Africa
,1990,60,64,69.3,30.4,11.7,0.2,0.1,0.1,0.1,1.30,1.28,0.02,0.00,21,Sub-Saharan Africa
,1990,65,69,71.3,28.6,10.5,0.1,0.0,0.0,0.0,1.18,1.18,0.01,0.00,16,Sub-Saharan Africa
,1990,70,74,71.3,28.6,10.5,0.1,0.0,0.0,0.0,1.18,1.18,0.01,0.00,10,Sub-Saharan Africa
,1990,75,+,71.3,28.6,10.4,0.1,0.1,0.0,0.0,1.18,1.18,0.01,0.00,10,Sub-Saharan Africa
,1990,25,+,68.3,29.7,14.1,1.7,0.8,0.3,0.2,1.61,1.48,0.11,0.01,388,Sub-Saharan Africa
,1990,15,+,63.2,32.4,17.5,4.1,1.9,0.3,0.2,2.09,1.84,0.23,0.01,587,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1995,15,19,47.4,43.2,31.4,8.7,2.8,0.6,0.1,3.19,2.80,0.38,0.01,123,Sub-Saharan Africa
,1995,20,24,55.4,34.1,22.8,9.5,5.6,1.0,0.4,2.87,2.34,0.51,0.03,104,Sub-Saharan Africa
,1995,25,29,57.4,33.3,19.5,8.6,4.8,0.7,0.4,3.06,2.50,0.54,0.02,87,Sub-Saharan Africa
,1995,30,34,65.2,30.8,17.9,3.4,1.8,0.6,0.4,2.24,1.99,0.23,0.02,72,Sub-Saharan Africa
,1995,35,39,65.2,30.8,15.7,3.4,1.7,0.6,0.4,1.89,1.64,0.23,0.02,59,Sub-Saharan Africa
,1995,40,44,70.2,28.6,14.5,1.0,0.5,0.2,0.1,1.44,1.36,0.07,0.01,47,Sub-Saharan Africa
,1995,45,49,70.2,28.6,12.7,1.0,0.5,0.2,0.1,1.39,1.31,0.07,0.01,43,Sub-Saharan Africa
,1995,50,54,70.4,29.2,12.9,0.3,0.2,0.1,0.1,1.31,1.29,0.02,0.00,37,Sub-Saharan Africa
,1995,55,59,70.4,29.2,12.3,0.3,0.2,0.1,0.1,1.30,1.27,0.02,0.00,31,Sub-Saharan Africa
,1995,60,64,69.3,30.4,12.3,0.2,0.1,0.1,0.1,1.32,1.30,0.02,0.00,24,Sub-Saharan Africa
,1995,65,69,69.3,30.4,11.7,0.2,0.1,0.1,0.1,1.30,1.28,0.02,0.00,18,Sub-Saharan Africa
,1995,70,74,71.3,28.6,11.0,0.1,0.1,0.1,0.0,1.21,1.20,0.01,0.00,12,Sub-Saharan Africa
,1995,75,+,71.3,28.6,11.0,0.1,0.1,0.1,0.0,1.21,1.20,0.01,0.00,11,Sub-Saharan Africa
,1995,25,+,66.2,30.5,15.3,3.0,1.5,0.4,0.3,1.87,1.67,0.19,0.01,441,Sub-Saharan Africa
,1995,15,+,61.1,33.4,19.0,5.1,2.5,0.5,0.3,2.29,1.98,0.29,0.02,668,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2000,15,19,38.8,49.2,37.3,11.5,3.8,0.5,0.1,3.82,3.32,0.49,0.01,138,Sub-Saharan Africa
,2000,20,24,53.1,35.5,24.8,10.6,6.4,0.7,0.3,3.07,2.49,0.56,0.02,121,Sub-Saharan Africa
,2000,25,29,55.4,34.1,20.9,9.5,5.5,1.0,0.6,2.82,2.28,0.51,0.03,102,Sub-Saharan Africa
,2000,30,34,57.4,33.3,20.3,8.6,4.7,0.7,0.5,3.09,2.53,0.54,0.02,85,Sub-Saharan Africa
,2000,35,39,65.2,30.8,16.4,3.4,1.8,0.6,0.4,2.18,1.93,0.23,0.02,70,Sub-Saharan Africa
,2000,40,44,65.2,30.8,16.3,3.4,1.8,0.6,0.4,1.91,1.65,0.23,0.02,57,Sub-Saharan Africa
,2000,45,49,70.2,28.6,13.3,1.0,0.5,0.2,0.1,1.41,1.33,0.07,0.01,45,Sub-Saharan Africa
,2000,50,54,70.2,28.6,13.2,1.0,0.5,0.2,0.1,1.40,1.33,0.07,0.01,41,Sub-Saharan Africa
,2000,55,59,70.4,29.2,12.9,0.3,0.2,0.1,0.1,1.31,1.29,0.02,0.00,34,Sub-Saharan Africa
,2000,60,64,70.4,29.2,12.4,0.3,0.2,0.1,0.1,1.30,1.27,0.02,0.00,28,Sub-Saharan Africa
,2000,65,69,69.3,30.4,12.2,0.2,0.1,0.1,0.1,1.32,1.30,0.02,0.00,21,Sub-Saharan Africa
,2000,70,74,69.3,30.4,12.2,0.2,0.1,0.1,0.1,1.32,1.30,0.02,0.00,14,Sub-Saharan Africa
,2000,75,+,71.3,28.6,11.5,0.1,0.1,0.1,0.0,1.22,1.21,0.01,0.00,13,Sub-Saharan Africa
,2000,25,+,63.8,31.2,16.4,4.4,2.3,0.5,0.3,2.10,1.81,0.27,0.02,510,Sub-Saharan Africa
,2000,15,+,57.7,35.1,20.9,6.7,3.4,0.6,0.3,2.57,2.18,0.37,0.02,769,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2005,15,19,15.9,67.5,54.0,15.7,5.3,0.9,0.2,5.35,4.64,0.68,0.02,156,Sub-Saharan Africa
,2005,20,24,44.5,40.7,30.0,13.3,8.3,1.6,0.7,3.80,3.01,0.74,0.05,137,Sub-Saharan Africa
,2005,25,29,53.1,35.5,22.9,10.6,6.3,0.7,0.5,3.01,2.44,0.55,0.02,121,Sub-Saharan Africa
,2005,30,34,55.4,34.1,21.9,9.5,5.5,1.0,0.6,2.85,2.31,0.51,0.03,102,Sub-Saharan Africa
,2005,35,39,57.4,33.3,18.8,8.6,4.7,0.7,0.5,3.03,2.47,0.53,0.02,84,Sub-Saharan Africa
,2005,40,44,65.2,30.8,17.2,3.4,1.9,0.6,0.4,2.21,1.96,0.23,0.02,68,Sub-Saharan Africa
,2005,45,49,65.2,30.8,15.1,3.4,1.8,0.6,0.4,1.87,1.62,0.23,0.02,55,Sub-Saharan Africa
,2005,50,54,70.2,28.6,13.9,1.0,0.5,0.2,0.1,1.42,1.35,0.07,0.01,43,Sub-Saharan Africa
,2005,55,59,70.2,28.6,13.3,1.0,0.5,0.2,0.1,1.41,1.33,0.07,0.01,39,Sub-Saharan Africa
